Name,Platform,Follow,Link,CAT,Status
Nguyễn Phi Long,Facebook,102.689,https://www.facebook.com/philongLA123,Micro Influencer,Agree
Hoang Minh Phuc,Facebook,66.123,https://www.facebook.com/hoanggiaLA123,Micro Influencer,Agree
Lâm Thị Quý Hằng,Facebook,211000,https://www.facebook.com/profile.php?id=100006492785190,Micro Influencer,Agree
Hướng Hướng Ng,Facebook,21600,https://www.facebook.com/nguyenchi.huong.798?ref=ts&fref=ts,Micro Influencer,Agree
Thu Trang Vũ,Facebook,120000,https://www.facebook.com/thutrang.vu.102,Micro Influencer,Agree
Nguyễn Thị Hải Yến,Facebook,176000,https://www.facebook.com/vitcot1234,Micro Influencer,Agree
Nguyễn Thị Hồng Phượng,Facebook,104200,https://www.facebook.com/NguyenThiHongPhuong.MeKiwi,Micro Influencer,Agree
Ba Thư Lê,Facebook,11500,https://www.facebook.com/baba.ThuLe,Micro Influencer,Agree
Nguyễn Hoàng Hana,Facebook,54678,https://www.facebook.com/hoanghana123,Micro Influencer,Agree
Hien Nguyen Ngoc,Facebook,236800,https://www.facebook.com/lucy.nguyen.5680,Micro Influencer,Agree
Ba Nguyen Khang,Facebook,82000,https://www.facebook.com/banguyenkhang,Micro Influencer,Agree
Lê Thanh Tuyền,Facebook,135120,https://www.facebook.com/lethanh.tuyen.96,Micro Influencer,Agree
Nathan Nguyên Ốc,Facebook,21023,https://www.facebook.com/baocsam,Micro Influencer,Agree
Sayuri Lê Phạm,Facebook,21265,https://www.facebook.com/sayuri.lepham,Micro Influencer,Agree
Đinh Khánh An,Facebook,166000,https://www.facebook.com/gdkhanhan,Micro Influencer,Agree
Hồng Nhung Nguyễn,Facebook,228455,https://www.facebook.com/zuyp.bi,Micro Influencer,Agree
Tam Anh,Facebook,51025,https://www.facebook.com/bameotom,Micro Influencer,Agree
Đỗ Hiền,Facebook,106874,https://www.facebook.com/hien.do.9022,Micro Influencer,Agree
Đinh Thu Thủy,Facebook,55600,https://www.facebook.com/profile.php?id=100012899381744,Micro Influencer,Agree
Van Thanh,Facebook,54123,https://www.facebook.com/profile.php?id=100005102071294&ref=br_rs,Micro Influencer,Agree
Hà Phan,Facebook,77324,https://www.facebook.com/Phan.Emilha,Micro Influencer,Agree
Đinh Thị Huyền Trân,Facebook,101100,https://www.facebook.com/dinhthihuyen.tran,Micro Influencer,Agree
Đinh Thị Trang Nhung,Facebook,166800,https://www.facebook.com/trang.nhung.1690,Micro Influencer,Agree
Hanh Tran,Facebook,52268,https://www.facebook.com/traitim.hong.568,Micro Influencer,Agree
Pham Duyen,Facebook,40000,https://www.facebook.com/hoatuyet109,Micro Influencer,Agree
Trang Kều,Facebook,52268,https://www.facebook.com/trangkeu10,Micro Influencer,Agree
Ba Tin Tô,Facebook,20000,https://www.facebook.com/minhminh504,Micro Influencer,Agree
Violet Dinh,Facebook,111342,https://www.facebook.com/violetdinh85,Micro Influencer,Agree
Amy Pham,Facebook,70000,https://www.facebook.com/amy.pham.925,Micro Influencer,Agree
Đức Hải JB,Facebook,12700,https://www.facebook.com/hai.nhi.JB,Micro Influencer,Agree
Nam Phương Vũ,Facebook,48890,https://www.facebook.com/lehoang1605?ref=br_rs,Micro Influencer,Agree
Nguyễn Quốc Khánh,Facebook,12400,https://www.facebook.com/quockhanh.nguyen.9699,Micro Influencer,Agree
Nguyễn Mỹ Lệ,Facebook,102000,https://www.facebook.com/nguyenthyle,Micro Influencer,Agree
Nguyễn Thanh Nga,Facebook,88122,https://www.facebook.com/nguyen.thanhnga.125,Micro Influencer,Agree
Hong Lien,Facebook,54836,https://www.facebook.com/nguyetbn79,Micro Influencer,Agree
Phạm Kim Liên,Facebook,63192,https://www.facebook.com/lien.phamkim.7355,Micro Influencer,Agree
Nguyện Võ,Facebook,109700,https://www.facebook.com/vo.nguyen.102,Micro Influencer,Agree
Rita Trần,Facebook,212000,https://www.facebook.com/tran.n.hanh,Micro Influencer,Agree
Nga Do,Facebook,105000,https://www.facebook.com/donga0510,Micro Influencer,Agree
Di Phạm,Facebook,90230,https://www.facebook.com/pdthiendi,Micro Influencer,Agree
Nguyễn Thị Thu Huyền,Facebook,97705,https://www.facebook.com/huyen.xinh.966,Micro Influencer,Agree
Trịnh Huyền,Facebook,131219,https://www.facebook.com/thuyha1102?ref=br_rs,Micro Influencer,Agree
Vũ Ngọc Ánh,Facebook,51510,https://www.facebook.com/ngocanh.vu.37,Micro Influencer,Agree
Phaạm Thị Hương Thảo,Facebook,53000,https://www.facebook.com/meminhduong,Micro Influencer,Agree
Thơm Nancy,Facebook,55600,https://www.facebook.com/thom.nancy.1,Micro Influencer,Agree
Vũ Thanh Thanh,Facebook,55000,https://www.facebook.com/vutracey.127,Micro Influencer,Agree
Thương Kiều,Facebook,10000,https://www.facebook.com/thuongthuong284,Micro Influencer,Agree
Trần Mina,Facebook,32000,https://www.facebook.com/mina.tran.210,Micro Influencer,Agree
Alice Na,Facebook,10500,https://www.facebook.com/AliceNa743,Micro Influencer,Agree
Thanh Thảo,Facebook,63000,https://www.facebook.com/smile.tran.77,Micro Influencer,Agree
Nguyễn Thị Thanh Thảo,Facebook,30000,https://www.facebook.com/quynh.phuong.923519,Micro Influencer,Agree
Ha Thanh Lee,Facebook,52700,https://www.facebook.com/truc.bamboolee,Micro Influencer,Agree
Lê Thị Thanh thúy,Facebook,13000,https://www.facebook.com/thuyanna.bp,Micro Influencer,Agree
Mai Thanh Hoàng,Facebook,122145,https://www.facebook.com/maihoang.edu.92hp,Micro Influencer,Agree
Bùi Thị Hồng Ánh,Facebook,91300,https://www.facebook.com/buithihonganh,Micro Influencer,Agree
Nguyễn Thanh Hà,Facebook,55000,https://www.facebook.com/fi.nguyen.9,Micro Influencer,Agree
Nguyễn Nam,Facebook,11250,https://www.facebook.com/mushroom.cool88,Micro Influencer,Agree
Xuânthu Trần,Facebook,29000,https://www.facebook.com/xuanthu.tran.39,Micro Influencer,Agree
Nguyễn Thịị Thu Đông,Facebook,62000,https://www.facebook.com/nhjmxjnhhn,Micro Influencer,Agree
Dung Nguyễn,Facebook,30000,https://www.facebook.com/profile.php?id=100010270159092,Micro Influencer,Agree
Hoa Quỳnh,Facebook,50700,https://www.facebook.com/quynhflower.nguyen,Micro Influencer,Agree
Bách Hợp,Facebook,50216,https://www.facebook.com/bachhop.love,Micro Influencer,Agree
Lê Thị Xuân,Facebook,60000,https://www.facebook.com/lexuan.le.98,Micro Influencer,Agree
Hieu Nguyen,Facebook,1169`,https://www.facebook.com/hieukiet0506,Micro Influencer,Agree
QV Tran,Facebook,50300,https://www.facebook.com/profile.php?id=100011034698807,Micro Influencer,Agree
Nguyễn Thị Quỳnh,Facebook,57103,https://www.facebook.com/nguyenthiquynh.bg,Micro Influencer,Agree
Thái Hà Giang,Facebook,105463,https://www.facebook.com/tho.bong.1048,Micro Influencer,Agree
Nguyễn Chí Thanh,Facebook,42563,https://www.facebook.com/profile.php?id=100010952435306,Micro Influencer,Agree
Nguyễn Ngọc Yến Nhi,Facebook,52768,https://www.facebook.com/profile.php?id=100009635211777,Micro Influencer,Agree
Bảo Bình,Facebook,45000,https://www.facebook.com/profile.php?id=100004757985252,Micro Influencer,Agree
Nguyễn Quỳnh Giang,Facebook,131000,https://www.facebook.com/giang.nguyenquynh,Micro Influencer,Agree
phat thi pham,Facebook,78000,https://www.facebook.com/phat.tieuyeu,Micro Influencer,Agree
Thanh Hoan,Facebook,75021,https://www.facebook.com/meoluoi.meo.56,Micro Influencer,Agree
QV Tran,Facebook,50200,https://www.facebook.com/profile.php?id=100011034698807,Micro Influencer,Agree
Thùy võ,Facebook,138441,https://www.facebook.com/thuy.vothi.94214,Micro Influencer,Agree
Giang Lee,Facebook,55000,https://www.facebook.com/gianglee1991,Micro Influencer,Agree
Loan Huỳnh,Facebook,62804,https://www.facebook.com/pjnky.zeny,Micro Influencer,Agree
Dang Thi Ngoc Xuyen,Facebook,64500,https://www.facebook.com/ngoc.xuyen.547,Micro Influencer,Agree
Đào Thị Hồng Nhung,Facebook,50000,https://www.facebook.com/nhungrut,Micro Influencer,Agree
Đào Thị Hạnh Lý,Facebook,60000,https://www.facebook.com/hanhlylaocai,Micro Influencer,Agree
Đào Thị Huệ,Facebook,78700,https://www.facebook.com/daohuenghe,Micro Influencer,Agree
Nguyễn Kim Chi,Facebook,162107,https://www.facebook.com/kim.chi.24689,Micro Influencer,Agree
Đồng Anh Thư,Facebook,102256,https://www.facebook.com/donganhthu169,Micro Influencer,Agree
Đinh Huyền Trang,Facebook,162971,https://www.facebook.com/TrangHan1705,Micro Influencer,Agree
Hồ Ngọc ý Nhi,Facebook,131039,https://www.facebook.com/nhi.meomeo.99?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Như Lan Nguyễn,Facebook,159660,https://www.facebook.com/nhu.sociu.73,Micro Influencer,Agree
Trần thảo hiền,Facebook,258455,https://www.facebook.com/miu.yu.545,Micro Influencer,Agree
Anh Dung Pham,Facebook,191241,https://www.facebook.com/anhdung.pham.967?ref=bookmarks,Micro Influencer,Agree
Hồ Ngọc ý Nhi,Facebook,131039,https://www.facebook.com/nhi.meomeo.99?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Phan Quốc Khánh,Facebook,130068,https://www.facebook.com/phanquockhanh1996,Micro Influencer,Agree
Nguyễn Hoàng Nhật Uyên,Facebook,111418,https://www.facebook.com/FendiNguyen,Micro Influencer,Agree
Phúc Duy Nguyen,Facebook,105604,https://www.facebook.com/phucduy.bon2912?fref=grp_mmbr_list,Micro Influencer,Agree
Vương Ngọc Ánh,Facebook,101226,https://www.facebook.com/riyo.babie.14,Micro Influencer,Agree
Bùi Hồng Thắm,Facebook,100761,https://www.facebook.com/tao.hap.3,Micro Influencer,Agree
Trần Ngọc Bảo Uyên,Facebook,99700,https://www.facebook.com/baouyen281098,Micro Influencer,Agree
Hà Bảo Ngọc,Facebook,95422,https://www.facebook.com/HaBaoNgoc.BB,Micro Influencer,Agree
Nguyễn Trăm ( Kate Walker ),Facebook,92576,https://www.facebook.com/kate.walker.946517,Micro Influencer,Agree
Hiếu Hoà Nguyễn,Facebook,87539,https://www.facebook.com/profile.php?id=100005228324770&fref=gc&dti=1603514763292091,Micro Influencer,Agree
Lê Liễu (Lili Angel),Facebook,80398,https://www.facebook.com/babyis12,Micro Influencer,Agree
Trương thị Ngọc mai,Facebook,76760,https://www.facebook.com/profile.php?id=100008612250972,Micro Influencer,Agree
Võ Minh Thông,Facebook,73.436,https://www.facebook.com/minhthong2000,Micro Influencer,Agree
Nguyệt Lê Ánh Nguyễn,Facebook,73109,https://www.facebook.com/lunanguyen1990,Micro Influencer,Agree
Nguyễn Thuỵ Phương Thuỳ,Facebook,71107,http://www.facebook.com/kelly.nguyen.1000,Micro Influencer,Agree
Phạm Kang,Facebook,70377,https://www.facebook.com/kang.pham.58,Micro Influencer,Agree
Nguyễn Tuyền,Facebook,69407,https://www.facebook.com/lun.thiensu1102?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Vũ Thanh Huyền,Facebook,67003,https://www.facebook.com/huyen.ox?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Lý Ngô,Facebook,65991,https://www.facebook.com/bebap293?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Hoàng Thị thủy Tiên,Facebook,65991,https://www.facebook.com/Tiencute.205?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Nguyễn Cường Nam,Facebook,65090,https://www.facebook.com/kau.pap,Micro Influencer,Agree
Nguyễn Trang Ly,Facebook,63800,https://www.facebook.com/leagiavai,Micro Influencer,Agree
MC Van Anh,Facebook,62704,https://www.facebook.com/mcvananh15694,Micro Influencer,Agree
Châu Bội Mẫn,Facebook,62693,https://www.facebook.com/chauboiman789?fref=ufi,Micro Influencer,Agree
T Van Nguyen,Facebook,62389,https://www.facebook.com/jvcorner03,Micro Influencer,Agree
Huỳnh Ngọc Phương Dung,Facebook,67029,https://www.facebook.com/dung.phuong.315,Micro Influencer,Agree
Huệ Kim,Facebook,59067,https://www.facebook.com/hue.le.5?fref=ufi,Micro Influencer,Agree
Phạm Yến Linh,Facebook,58194,https://www.facebook.com/linhchiibi19,Micro Influencer,Agree
Võ Trần Anh Thư,Facebook,57010,https://www.facebook.com/thu.vo.3367,Micro Influencer,Agree
Thao Phan,Facebook,56555,https://www.facebook.com/pth.hmt,Micro Influencer,Agree
Phan Lý Phúc,Facebook,55502,https://www.facebook.com/phuc.phanly,Micro Influencer,Agree
Như Thơ nguyễn,Facebook,59912,https://www.facebook.com/surau3bi3?fref=ufi,Micro Influencer,Agree
Lee Stella,Facebook,53573,https://www.facebook.com/LeeStella48?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Lisa Na Mo,Facebook,53431,https://www.facebook.com/LeeStella48?fref=gc&dti=1603514763292091&hc_location=ufi,Micro Influencer,Agree
Trí Đỗ,Facebook,52484,https://www.facebook.com/nhoz.ship?fref=grp_mmbr_list,Micro Influencer,Agree
Lê Quốc Anh,Facebook,52430,https://www.facebook.com/danny.singer.boy.lovely?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Nguyễn Thanh Tùng,Facebook,51841,https://www.facebook.com/NguyenTung9999?fref=grp_mmbr_list,Micro Influencer,Agree
Vương Bảo Ngọc,Facebook,51046,https://www.facebook.com/baongocmodel?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Hoàng Thị Phương Thảo,Facebook,43444,https://www.facebook.com/thao.hoang.547389,Micro Influencer,Agree
Minh Nguyet Ha,Facebook,50820,https://www.facebook.com/minhmoonkute,Micro Influencer,Agree
Kiều Phan Quốc Lân,Facebook,39414,https://www.facebook.com/kieuphanquoclan,Micro Influencer,Agree
Nguyễn HOàng Việt,Facebook,37996,https://www.facebook.com/geen.Dp?fref=ufi,Micro Influencer,Agree
Đình Namm,Facebook,37806,https://www.facebook.com/dinhnammm,Micro Influencer,Agree
Hiền Phạm,Facebook,41820,https://www.facebook.com/abrielle.pham,Micro Influencer,Agree
Đức Nguyễn,Facebook,41346,https://www.facebook.com/Duc.Nguyen.1193?ref=ts&fref=ts,Micro Influencer,Agree
Trương Tuệ Châu,Facebook,42914,https://www.facebook.com/profile.php?id=100023143952094&fref=gc&dti=1603514763292091,Micro Influencer,Agree
Đào Tú Nhi,Facebook,42786,https://www.facebook.com/Daotunhi11,Micro Influencer,Agree
Tracy Truong,Facebook,33945,https://www.facebook.com/tracy.truong3?fref=ts,Micro Influencer,Agree
Nguyễn Thùy Thủy Tiên,Facebook,36664,https://www.facebook.com/hoathuytien1997,Micro Influencer,Agree
Phạm Ngọc Thanh Nguyên,Facebook,35758,https://www.facebook.com/onemiu,Micro Influencer,Agree
Nguyễn Lê Hà Uyên,Facebook,32087,Www.facebook.com/nacy.babie,Micro Influencer,Agree
Đào lệ Chi,Facebook,31990,https://www.facebook.com/profile.php?id=100004109702441,Micro Influencer,Agree
Huỳnh Phan Trọng Quỳnh,Facebook,31766,https://www.facebook.com/quynh0604,Micro Influencer,Agree
Khánh Hoà Phan Ngọc,Facebook,31627,https://www.facebook.com/kaly.phan.9?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Hien Nguyen,Facebook,29786,https://www.facebook.com/profile.php?id=100003232369358&ref=br_rs,Micro Influencer,Agree
Phạm Đình Hếu,Facebook,30834,https://www.facebook.com/hieu.pham.9634,Micro Influencer,Agree
Nguyễn Trường Cơ,Facebook,41358,https://www.facebook.com/truongco.nguyen,Micro Influencer,Agree
Trịnh Hoàng Yến Nhi,Facebook,29436,https://www.facebook.com/sunshj1607?fref=nf,Micro Influencer,Agree
Nguyễn Kim Phụng,Facebook,28883,https://www.facebook.com/miu.nguyen.2111?fref=ufi,Micro Influencer,Agree
Nguyễn Thị Mỹ Tiên,Facebook,28708,https://www.facebook.com/profile.php?id=100001685146678,Micro Influencer,Agree
Trần Gia Hân,Facebook,28549,https://www.facebook.com/ellydary.tran,Micro Influencer,Agree
Kim Hải,Facebook,27504,https://www.facebook.com/kimhaifoto,Micro Influencer,Agree
Nguyễn Cao An,Facebook,27450,https://www.facebook.com/anhigh?fref=ufi,Micro Influencer,Agree
Cường Mạnh Đào,Facebook,28406,https://www.facebook.com/cmpeach2001,Micro Influencer,Agree
Lê Huỳnh Khoa,Facebook,26887,https://www.facebook.com/lehuynhkhoa13?fref=ufi,Micro Influencer,Agree
Chau H Tran,Facebook,26639,https://www.facebook.com/carman.chen.1611?fref=ufi,Micro Influencer,Agree
Nguyễn Đồng Hương Giang,Facebook,26206,https://www.facebook.com/clonetuchi4?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Nguyễn Hồng Nhân,Facebook,25856,https://www.facebook.com/kannhan?fref=nf,Micro Influencer,Agree
Phạm Lê Vi,Facebook,24931,https://www.facebook.com/levis.pham.9,Micro Influencer,Agree
Võ Hồng Thy,Facebook,24417,https://www.facebook.com/vo.h.thy.18?fref=ufi,Micro Influencer,Agree
Nguyễn Trâm,Facebook,24155,https://www.facebook.com/cally.nguyen.54,Micro Influencer,Agree
Nguyễn Cẩm Ngọc,Facebook,23081,https://www.facebook.com/camngoc.nguyen0912,Micro Influencer,Agree
Vũ Thanh Tâm,Facebook,22866,https://www.facebook.com/max.ngoanngoan,Micro Influencer,Agree
Lê Nhật Phương Anh,Facebook,22647,http://www.facebook.com/ka.ELF,Micro Influencer,Agree
Phạm Trọng tiến,Facebook,22451,https://www.facebook.com/nh0ks0ck777?fref=grp_mmbr_list,Micro Influencer,Agree
Pham Hong,Facebook,22069,https://www.facebook.com/py.pink.9?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Phạm Thanh Thảo,Facebook,21200,https://www.facebook.com/Oc.Mandu,Micro Influencer,Agree
Nguyễn Thanh Hằng,Facebook,19539,https://www.facebook.com/profile.php?id=100002220917178,Micro Influencer,Agree
Vy Vy Trương,Facebook,18630,https://www.facebook.com/vy.heo.3591?fref=ufi,Micro Influencer,Agree
Julie Huỳnh Trang,Facebook,18549,https://www.facebook.com/profile.php?id=100009821011231&fref=gc&dti=1603514763292091,Micro Influencer,Agree
Quyen Thi Nguyen,Facebook,18286,https://www.facebook.com/quyen.nguyen.1044186?fref=nf&pnref=story,Micro Influencer,Agree
Thu Hà (MC Thu Hà ),Facebook,17930,https://www.facebook.com/sunset.171096,Micro Influencer,Agree
Anh Thư (TiNa Make up),Facebook,17070,https://www.facebook.com/anhthu.tinashop?fref=gm&dti=1603514763292091&hc_location=group,Micro Influencer,Agree
Huy Quốc Lê,Facebook,17021,https://www.facebook.com/lequochuy2409,Micro Influencer,Agree
Khánh Hân Dương,Facebook,16366,https://www.facebook.com/khanhhan2102?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Võ Chí Thân,Facebook,16358,https://www.facebook.com/ku.pyn77,Micro Influencer,Agree
Việt Hà,Facebook,15815,https://www.facebook.com/ha.zim.9469,Micro Influencer,Agree
Thiều Thu Thảo,Facebook,15724,https://www.facebook.com/onga.thao?fref=ufi,Micro Influencer,Agree
Lê Trần Gia Hân,Facebook,15684,https://www.facebook.com/giahan.letran,Micro Influencer,Agree
Quỳnh MiChu,Facebook,13947,https://www.facebook.com/michu.quynh,Micro Influencer,Agree
Yến Ly,Facebook,15167,https://www.facebook.com/be.miuu.965?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Ôn thạch oanh,Facebook,14996,https://www.facebook.com/babe.oanh,Micro Influencer,Agree
Tâm Thành Nguyễn,Facebook,14604,https://www.facebook.com/byn.nguyen.35?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Ngọc Nguyễn ( Mây),Facebook,14201,https://www.facebook.com/profile.php?id=100008830771963,Micro Influencer,Agree
Khôi Nguyễn,Facebook,13817,https://www.facebook.com/khoi.nguyen.31392,Micro Influencer,Agree
Nguyễn Thanh Tùng ( Bum Bích ),Facebook,13526,https://www.facebook.com/BumDevill,Micro Influencer,Agree
Phạm Quốc Công,Facebook,13398,https://www.facebook.com/congyds,Micro Influencer,Agree
Huỳnh Thị Bích Hạnh,Facebook,13340,https://www.facebook.com/papy.hanh?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Huyên Lê,Facebook,13185,https://www.facebook.com/huyen.le.3158652?fref=ufi,Micro Influencer,Agree
Linh gia liêu,Facebook,13182,https://www.facebook.com/T0nie?fref=ufi,Micro Influencer,Agree
Thuỷ Tiên Trần,Facebook,12942,https://www.facebook.com/penxynh.xynh,Micro Influencer,Agree
Nguyễn Diệu,Facebook,12770,https://www.facebook.com/dieunguyen1502,Micro Influencer,Agree
Hưng Ngô,Facebook,12531,https://www.facebook.com/tynbap,Micro Influencer,Agree
Vy Thao Chau,Facebook,12526,https://www.facebook.com/konpe.lete.banme.ngoaipho,Micro Influencer,Agree
Ngọc Ngọc,Facebook,12492,https://www.facebook.com/myngoc.cao.1?hc_location=ufi,Micro Influencer,Agree
Nguyễn Thị Nô En,Facebook,12373,https://www.facebook.com/minxu.nguyen.7,Micro Influencer,Agree
Trần Thảo Huyền (Huyen Ciara),Facebook,12300,https://www.facebook.com/HuyenCiara,Micro Influencer,Agree
Đặng Thế Trí,Facebook,12188,https://www.facebook.com/thetriak,Micro Influencer,Agree
Thảo Đỗ,Facebook,12149,https://www.facebook.com/thaodogl,Micro Influencer,Agree
Kani trương,Facebook,11938,https://www.facebook.com/tilumxum,Micro Influencer,Agree
Ngọc Huyền ( boorin ),Facebook,11835,https://www.facebook.com/namlun.ma?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Tài Phan,Facebook,11822,https://www.facebook.com/pttpatati?fref=ufi,Micro Influencer,Agree
Nguyễn Thế Bảo,Facebook,11818,https://www.facebook.com/baoz.nguyen?fref=ufi,Micro Influencer,Agree
Linh Trần,Facebook,12104,https://www.facebook.com/xuc.camnhat?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Thịnh Đỗ,Facebook,11766,https://www.facebook.com/thinhdo262,Micro Influencer,Agree
Liên Thảo,Facebook,11680,https://www.facebook.com/lienthaosgu,Micro Influencer,Agree
Khoa Nguyen Ngoc,Facebook,11512,https://www.facebook.com/khoa.nguyenngoc.58,Micro Influencer,Agree
Hoàng Ngân Trần,Facebook,11314,https://www.facebook.com/hoangngantran811,Micro Influencer,Agree
Nguyễn Kim Tú,Facebook,11246,https://www.facebook.com/tina.ng203,Micro Influencer,Agree
Võ Thảo,Facebook,11164,https://www.facebook.com/thaoaquarius93,Micro Influencer,Agree
Nguyễn Đẹp,Facebook,10954,https://www.facebook.com/hang.xachtay.3344,Micro Influencer,Agree
Phuong Lai,Facebook,10900,https://www.facebook.com/phuonglai2012,Micro Influencer,Agree
Dat Tan Pham,Facebook,10639,https://www.facebook.com/dat.phamtan99,Micro Influencer,Agree
Khoa Phan,Facebook,10851,https://www.facebook.com/khoa.phan.1506,Micro Influencer,Agree
Lâm Trúc,Facebook,10665,https://www.facebook.com/mi.soi.988,Micro Influencer,Agree
Thái Duy,Facebook,10400,http://www.facebook.com/thaiduy.9669,Micro Influencer,Agree
Bình Phạm,Facebook,10345,https://www.facebook.com/leohi164,Micro Influencer,Agree
Trường Nguyễn,Facebook,10325,https://www.facebook.com/profile.php?id=100002585430772,Micro Influencer,Agree
Lâm Quang hưng,Facebook,10113,https://www.facebook.com/lamquanghung90?fref=ufi,Micro Influencer,Agree
Nguyễn Phạm Kiều Nga,Facebook,9906,https://www.facebook.com/sully.nguyen.31?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Uyên Dương,Facebook,9591,https://www.facebook.com/duonglens,Micro Influencer,Agree
Nguyễn ngọc Cúc Phương,Facebook,9483,https://www.facebook.com/chiloca.nguyen?fref=gc,Micro Influencer,Agree
Lâm uyển Trân,Facebook,9150,https://www.facebook.com/lamtran68?fref=gc&dti=1603514763292091,Micro Influencer,Agree
Trần Hà,Facebook,9050,https://www.facebook.com/tranha2406,Micro Influencer,Agree
Trần Hải Như,Facebook,8007,https://www.facebook.com/hai.nhu.923,Micro Influencer,Agree
Vi Mai,Facebook,7311,https://www.facebook.com/vi.mai.14?fref=ufi,Micro Influencer,Agree
Loki Võ,Facebook,5591,https://www.facebook.com/profile.php?id=100009645845017&hc_location=ufi,Micro Influencer,Agree
DJ Yuu Quỳnh Nhi,Facebook,274.125,https://www.facebook.com/quynhnhi.999,Celeb/VIP,Agree
Hiep Do,Facebook,500272,https://www.facebook.com/HiepDo95/,Celeb/VIP,Agree
Hà Naga,Facebook,110751,https://www.facebook.com/100000299380498,Micro Influencer,
Minh Nguyet,Facebook,69710,https://www.facebook.com/100004521067824,Micro Influencer,
Đỗ Kim Thành,Facebook,114573,https://www.facebook.com/100003153399341,Micro Influencer,
Thanh Thảo,Facebook,54791,https://www.facebook.com/100004660664394,Micro Influencer,
Nguyễn Tuấn Hưng,Facebook,136132,https://www.facebook.com/100002278307905,Micro Influencer,
Lưu Ly,Facebook,59165,https://www.facebook.com/100006474646306,Micro Influencer,
Huyen Trang,Facebook,94367,https://www.facebook.com/100001312981816,Micro Influencer,
Thanh Hằng,Facebook,8795,https://www.facebook.com/100016457237481,Micro Influencer,
Chau H Tran,Facebook,60622,https://www.facebook.com/100002417461998,Micro Influencer,
Văn Thu Huyền,Facebook,49229,https://www.facebook.com/100003138891654,Micro Influencer,
Nguyễn Hoàng Mỹ Duyên,Facebook,49061,https://www.facebook.com/100001475758536,Micro Influencer,
Pham Nguyen Hong Loan,Facebook,22986,https://www.facebook.com/100002569774086,Micro Influencer,
Thương Trần,Facebook,20120,https://www.facebook.com/100004277136680,Micro Influencer,
Nguyễn Thanh Thuỷ Tiên,Facebook,30502,https://www.facebook.com/100004210872034,Micro Influencer,
Huyen Trang,Facebook,94367,https://www.facebook.com/100001312981816,Micro Influencer,
Hoàng Thị Mỹ Hương,Facebook,56484,https://www.facebook.com/100005375089377,Micro Influencer,
Đặng Trâm Châu,Facebook,16631,https://www.facebook.com/100015715218755,Micro Influencer,
Dương Thảo Nhi,Facebook,55299,https://www.facebook.com/100005156974101,Micro Influencer,
Uyên Bi,Facebook,135679,https://www.facebook.com/100003637454885,Micro Influencer,
Hà Bảo Ngọc,Facebook,132504,https://www.facebook.com/100002706913557,Micro Influencer,
Văn Thị Mỹ Huyền,Facebook,20600,https://www.facebook.com/100004021968324,Micro Influencer,
Tâm Bảo,Facebook,3056,https://www.facebook.com/100004792084985,Micro Influencer,
Nghiêm Hoàng Diễm Anh,Facebook,102448,https://www.facebook.com/100005285672661,Micro Influencer,
Nguyễn Hoàng Mỹ Duyên,Facebook,49061,https://www.facebook.com/100001475758536,Micro Influencer,
Nguyễn Thủy Tiên,Facebook,30498,https://www.facebook.com/100004772057891,Micro Influencer,
Võ Minh Chí,Facebook,34143,https://www.facebook.com/100008639409563,Micro Influencer,
Trương Ngọc Diệu,Facebook,54551,https://www.facebook.com/100014689158363,Micro Influencer,
An Kute,Facebook,81556,https://www.facebook.com/100006256383532,Micro Influencer,
Nguyễn Thụy Phương Thùy,Facebook,77411,https://www.facebook.com/100001854042903,Micro Influencer,
Hạ Mi,Facebook,32849,https://www.facebook.com/100002631253633,Micro Influencer,
Lưu Ly,Facebook,59165,https://www.facebook.com/100006474646306,Micro Influencer,
Ngoc Linh Pham,Facebook,32709,https://www.facebook.com/100006339974468,Micro Influencer,
Nguyệt Lê Ánh Nguyễn,Facebook,73875,https://www.facebook.com/100000500498252,Micro Influencer,
Tâm Bảo,Facebook,3056,https://www.facebook.com/100004792084985,Micro Influencer,
Dương Thảo Nhi,Facebook,55299,https://www.facebook.com/100005156974101,Micro Influencer,
Nguyễn Lê Hà Uyên,Facebook,65018,https://www.facebook.com/100001827501140,Micro Influencer,
Thiều Thu Thảo,Facebook,39096,https://www.facebook.com/100002103991817,Micro Influencer,
